source	target	weight
photographic	reproduction	4
2015	java	4
sentimental	novel	4
phonaesthetics	sound	4
university	turin	4
way	major	4
program	organization	4
paris	became	3
response	eliminates	3
deaths	deaths	5
pushing	plot	2
reliability	many	4
university	named	2
write	limitations	3
governments	involved	3
prints	originality	3
city	tenochtitlan	9
java	versions	2
impressions	limited	3
plot	themes	3
arithmetic	control	3
states	china	2
important	contexts	2
states	similar	3
house	smaller	2
targets	netbsd	2
methods	sharing	3
preparation	world	2
typical	secondary	4
classical	middle	3
romance	increased	4
paving	major	3
venues	budget	3
imperative	object	4
mikhail	gorbachev	4
abstract	performs	2
initial	conception	4
fifth	tenth	4
written	almost	4
many	made	3
doses	tetanus	2
painting	process	3
differences	single	3
holzman	gregory	2
power	agreed	3
including	circus	3
word	accessed	4
pinworms	mites	2
crippled	navy	3
prospective	expected	2
led	formal	4
computers	obsolete	2
temporal	requested	2
family	residential	4
london	1894	2
wise	natalie	2
competitive	erotic	4
piece	successful	2
first	millennium	2
includes	dedicated	3
joined	powers	6
payment	wide	2
fixed	memory	4
areas	dependent	4
cache	served	3
best	longest	2
belize	western	4
anti	greek	2
gaseous	environment	3
franciscan	monk	4
early	much	3
laurents	music	4
entangled	formed	2
produce	pain	4
replaced	cast	4
many	fewer	4
pyramids	also	3
provides	associated	2
becomes	commentary	3
genre	also	8
barriers	dropping	4
remains	almost	4
java	run	3
except	causing	2
outside	shapes	3
clay	ceramics	2
melville's	dick	3
russian	march	2
electronically	processed	4
talbot	story	4
also	swallowing	2
april	goals	3
terms	treaties	3
area	semiconductor	2
japanese	possibility	2
pressure	fast	4
developers	developed	2
various	loss	2
losses	allies	2
process	air	2
true	proving	4
exhibit	locality	7
renaissance	absent	3
iso	2003	2
human	aesthetic	2
systematically	around	3
class	characters	2
generally	free	4
parasitic	pinworms	3
sullivan	britain	4
miss	hits	2
regions	world	4
times	western	3
empire	aimed	3
part	filling	2
mythological	speaking	2
participant	states	4
nature	fibromyalgia	4
known	diffie	4
physically	stored	4
noted	maya	4
plant	feed	5
begins	three	4
evidence	excavations	3
cold	split	3
produced	gaiety	2
presented	groups	2
13th	valley	3
truman	plan	3
teotihuacan	politics	2
pain	impairments	3
figure	nudes	2
three	weeks	3
lands	peoples	4
relicensed	technologies	3
frohman	connie	4
infecting	viruses	3
began	releasing	4
used	code	2
infectious	agent	3
britain	musical	3
define	people	3
improve	attack	3
became	members	3
musical	piece	3
exposure	range	2
emphasis	human	3
supported	talbot's	4
secure	multi	4
distinguishes	protects	3
victories	pacific	4
australia	appear	2
193	performances	4
reading	faster	2
name	scalable	2
known	initially	2
forces	european	2
designed	less	4
sometime	centuries	4
distinguishes	organism	2
agreement	authentication	2
consistency	medium	3
family	compounds	3
computer	basic	2
blood	litres	5
states	military	2
willson's	man	3
split	complicate	4
disease	advances	4
reorganization	1987	4
high	canto	2
causes	fibromyalgia	4
beginning	goals	2
typically	house	2
produced	epics	4
part	systems	3
cities	tended	4
dominated	patronage	2
analysis	encryption	4
spaces	addition	4
proving	statement	4
language	syntax	6
contact	parenchymal	8
obsidian	sculpted	3
distances	circulatory	4
infect	life	3
murals	exceptionally	4
world	side	3
basis	larger	4
able	statement	3
plants	anatomical	2
better	lesions	2
columbian	pyramids	2
artist	several	2
one	people	3
2009	now	4
takes	located	2
system	includes	5
bacterium	evolutionary	2
accounts	hernan	2
war	global	11
others	powers	4
primarily	evidence	2
third	longest	8
integrated	daly's	2
network	diverse	4
various	fsf	2
pigments	relatively	3
millennium	teotihuacan	4
anatomical	system	2
appeared	practice	4
manpower	home	3
sinai	joined	3
expression	cultures	2
help	fighting	4
forming	military	2
water	heart	2
central	allies	2
ducts	effects	2
present	border	2
web	transactions	2
recovery	political	4
not	confused	4
announced	november	4
awards	received	2
conquest	expanded	4
line	1985	2
space	phase	2
elphaba	chenoweth	3
infections	usually	4
versions	program	4
abstract	level	4
leads	someone's	2
layer	initial	3
marvellous	whereas	2
crisis	1956	4
replicates	living	3
organisms	edge	4
states	nato	4
appear	laid	2
may	sometime	3
tamblyn	film	4
methods	party	2
dramatic	since	3
new	introduced	2
around	concept	4
web	reported	3
epics	plays	3
rubella	roseola	2
tlacopan	mexica	3
works	generally	4
19th	many	3
represents	majority	4
statement	prover	5
ssh	allowing	4
protocol	one	3
cilento	choreographed	4
purposes	digital	3
powers	western	4
plummeting	sources	2
poetry	types	4
civic	rhetoric	3
1941	japan	4
starred	george	2
hair	chorus	3
reverses	mainland	4
network	proairetic	3
halted	became	4
microbiology	inside	3
armistice	november	4
required	read	4
plasma	red	4
insecure	client	3
hungary	delivered	4
allies	1915	4
encrypted	protocol	3
protocol	network	2
microscope	one	3
title	romance	4
performance	first	2
primary	industries	3
tradition	latter	3
mail	transactions	3
need	speakers	2
exception	revolution	3
lowlands	two	4
also	blocked	4
revolutionaries	november	2
personalities	viewpoints	4
may	blindness	2
circulation	lymphocytes	3
relatively	short	2
electronic	devices	4
including	mental	3
around	hit	3
neutral	non	2
design	also	3
city	acolhuas	3
well	america	2
collapse	countries	2
must	optimistic	2
segmental	incidence	2
presentation	objects	3
war	devastated	4
faster	stored	3
may	arise	4
commonwealth	also	3
united	late	3
types	matrix	4
shop	achieved	3
berlin	polish	3
system	along	2
west	countries	2
including	applications	3
political	revolutions	2
end	second	4
living	space	4
behind	effort	3
many	novel	2
dominated	wagner	4
selected	sequences	4
towards	system	2
among	usually	3
count	life	4
laid	civilizations	2
scala	code	7
ink	screen	2
employing	poetry	3
making	artworks	3
using	buffer	2
wicked	office	2
muscle	may	3
eprom	used	2
facing	demand	3
century	cervantes	3
oral	traditions	3
referred	mexihcah	5
cardiovascular	words	3
feathers	hooves	4
idyllic	transform	2
order	identify	4
like	slow	3
lengthy	series	4
colossal	civilization	2
systems	dealing	2
involved	million	3
network	peoples	2
buffers	buffers	3
performs	logic	3
sculpture	lost	2
2003	debut	4
vital	part	4
next	years	4
dna	rna	4
form	design	4
george	marshall	4
maya	created	4
following	take	2
practice	ritual	4
000	usually	2
rather	typically	2
states	roughly	4
treaty	litovsk	3
compared	oils	2
future	victorious	3
term	teotihuacan	4
lymphatic	not	3
pigments	soluble	2
support	registers	3
device	accepts	4
oil	techniques	3
web	servers	2
lived	neural	2
stored	elsewhere	4
compilers	class	2
don	frequently	3
need	recompilation	4
cryptographic	applications	3
chips	types	4
cinema	illusion	3
stopped	east	3
network	services	4
insulating	cells	2
nerve	spinal	2
illustrates	zero	2
inflammation	adaptive	3
century	balzac	3
art	hobby	2
haskell	including	4
completing	pre	4
nuclear	side	3
opening	piece	2
blood	filtered	4
model	target	4
removed	efforts	2
memory	includes	3
alfred	revived	3
works	meyerbeer	3
drama	cast	2
100	countries	2
screen	sheet	4
non	interactive	4
much	urban	2
web	million	2
causes	include	4
europe	supporting	3
northward	population	3
however	biblical	3
organizations	fsf	3
theatre	historians	4
expanded	height	2
complex	site	3
used	industry	3
full	functional	3
ostensible	long	2
contexts	refer	2
genre	attracted	4
public	gracious	3
refers	exclusively	4
years	end	4
sense	played	3
include	typical	2
protocol	identify	2
almost	ecosystem	3
types	specific	4
access	either	2
immune	recommended	3
emotive	assonance	2
leaks	knowledge	5
vacuoles	store	3
civilization	area	3
1980s	another	4
origins	rome	2
small	implemented	3
contemporary	french	4
state	however	3
studios	platt	2
printing	normally	5
romance	languages	5
identity	web	3
respire	layer	2
olivier	tony	6
lead	destruction	3
physical	storage	7
war	began	6
memory	multiple	3
middle	additionally	3
1940	kingdom	3
usually	figure	3
rob	pike	4
coherent	hardly	3
gable	laughton	3
infections	often	2
different	various	2
thymus	also	4
state	tula	3
registers	operands	3
purcell	england	4
windows	well	4
critical	battle	4
broadway	show	4
000	000	5
usually	malnutrition	3
integrated	variously	3
software	faster	2
even	allied	3
erotica	seems	4
main	functions	4
three	one	6
city	situated	4
celebrated	anniversary	3
austro	hungarians	8
1991	regimes	2
making	largest	2
spanish	cortes	2
tour	million	2
including	nations	2
measles	infection	2
temporarily	data	3
poorly	tolerated	4
watercolor	medium	3
sometimes	takes	2
presence	sites	2
two	years	7
example	representative	4
rhetoric	drama	4
new	occurring	2
machine	libraries	3
dare	dan	4
bernal	diaz	4
complete	cryptographic	5
theatre	opening	3
kindred	term	4
population	multiple	4
heart	symptoms	2
need	epics	2
poppy	oil	4
missile	following	2
examples	rest	3
chip	containing	4
6809	never	2
webber	hart	2
stack	microprocessor	2
late	1941	2
incorporates	functions	4
photographs	part	2
role	won	4
ages	historically	2
western	supporting	2
decades	west	2
lymph	organization	3
due	access	2
site	many	4
system	producing	2
1520	alliance	3
located	sub	4
songs	constantly	4
also	implementations	2
arts	gymnastics	4
fibromyalgia	central	3
hooves	system	2
fighting	stabilize	3
urban	lincoln	2
great	period	2
bel	rossini	2
parts	mesoamerica	4
least	aspects	4
hicks	revived	2
benefits	bloc	3
working	models	3
plan	benefits	9
styles	unlike	2
early	another	3
communication	hypertext	4
sources	areas	3
identify	done	2
forms	conventions	4
july	1914	4
pre	city	2
began	readers	2
fenimore	tolstoy	2
peoples	central	3
globulin	available	3
layer	authentication	2
algebraic	data	4
leaves	arteries	3
site	san	2
2010s	began	4
major	league	2
additional	instructions	2
not	living	2
several	worldwide	3
script	fully	3
october	785	2
vanished	entirely	3
methods	often	4
pieces	cells	2
prosaic	meaning	3
oil	yellowing	2
united	kingdom	20
however	problems	2
control	fetches	3
predecessors	described	4
keeping	identity	2
organ	accounts	2
protocol	distinguishes	3
exist	redrawn	2
offer	capacity	2
heralded	comedy	2
ethnic	groups	8
loosely	adding	3
marvellous	uncommon	4
billion	highest	4
body	typically	4
three	remain	5
even	running	3
memory	executes	4
leader	dominated	2
mexican	highland	4
actually	forms	3
theatre	2003	6
will	convince	4
teotihuacan	exported	4
switches	probes	3
magazine	personal	3
modernize	europe	2
support	material	4
wwii	also	3
currently	treatment	2
genre	well	3
available	intel	2
art	non	2
closely	indeed	2
performances	hicks	8
shell	unix	3
claimed	clearly	3
victorian	addition	3
waged	conquest	3
soluble	watercolor	2
created	colonies	3
leader	theme	2
example	kidney	4
conversely	traditions	4
china	counterweight	3
mediator	mortals	4
france	european	2
wizard	production	2
desired	also	3
reliability	fewer	3
regional	known	3
confidentiality	data	3
power	processor	4
lymph	system	5
economic	capabilities	2
system	intake	3
yellowing	times	2
city	ruined	3
america	culture	3
break	skin	4
oil	became	2
major	central	2
genre	monckton's	4
made	major	4
aztec	contexts	3
communism	plan	3
using	integument	2
society	romances	2
knowledge	certain	4
separates	surroundings	2
access	typical	3
painful	pressure	3
last	phase	2
saw	bel	2
orlando	together	3
templo	city	2
world	1945	3
chinese	afghanistan	2
desk	awards	4
squashes	chili	4
arts	greece	2
woodrow	minister	2
complete	process	2
surviving	ancient	2
molotov	germany	2
since	one	3
three	examples	3
began	three	3
faction	fought	2
sometimes	leading	2
revivals	productions	3
suggest	human	2
rolyat	florence	4
blood	disease	6
surroundings	small	4
others	rubella	4
historical	contemporary	2
efforts	develop	3
rather	unique	7
components	built	4
either	means	3
lockjaw	infection	4
western	music	3
sometimes	like	2
symptoms	fever	4
send	notably	3
major	ssh	3
appearance	jones	3
sensory	endings	3
great	maya	2
order	not	3
organism's	body	3
1428	defeated	4
adaptive	medications	2
direct	storage	2
impressions	often	3
homeland	became	3
matter	cord	2
defeat	germany	4
employed	many	4
civilian	military	4
said	large	2
although	political	3
hellman	complete	2
leads	1935	3
three	audience	3
new	medications	3
full	combat	2
system	bronchi	2
narrative	art	3
opening	november	4
implemented	fixed	4
twice	common	4
fields	manufacturing	3
entertainment	integrated	4
transport	cryptographic	5
jvm	computer	3
used	removal	3
signs	supporting	2
may	specifications	2
claimed	first	4
quickly	much	3
broadway	margin	2
problems	turning	3
synonym	store	3
serbia	neutral	2
data	faster	8
tenochtitlan	texcoco	4
irregular	districts	2
olmec	area	2
piece	famous	3
added	support	4
vectors	spread	2
adapt	styles	3
tend	vascular	2
processes	created	2
investigating	genre	4
states	increased	4
unesco	heritage	3
scott	narrative	2
guilt	aggression	3
data	within	3
viral	also	3
conventions	interpretation	2
arose	non	4
objectively	forms	2
diploblastic	phyla	3
human	movement	11
paris	peace	10
common	suggests	2
height	alliance	4
opera	1996	2
marshall	lessening	2
market	1929	2
subsequently	russia	3
system	described	3
tour	musicals	4
components	cpu	4
system	circulatory	5
security	agency	4
miguel	don	2
trade	lowlands	2
corporation	1995	3
flip	one	2
german	humiliation	3
personnel	europeans	2
characters	writers	2
many	invertebrates	4
patterns	typical	4
skin	plays	4
alu	performs	4
2003	musicals	4
web	browser	3
ratio	fibromyalgia	2
producing	multiples	4
enemy	psychology	2
minutes	time	4
sram	energy	3
germany	supposed	4
hawaii	germany	4
follicles	hair	4
tapeworms	helminths	4
microprocessor	mode	3
development	tropical	2
maya	staple	2
culture	tula	3
must	interactive	2
director	performances	2
device	speakers	4
generally	native	3
lines	regular	2
gavrilo	sarajevo	3
spreads	coughs	3
stored	medium	2
components	integrated	3
famous	decades	2
leading	britain	4
aid	also	2
neighboring	mixe	3
language	much	3
developing	situations	2
print	varies	4
aztec	capital	7
photographic	material	4
ancient	define	3
ethos	rhetoric	2
following	abortive	4
goethe	rumi	3
largest	recipient	4
however	permanent	4
result	antibiotics	2
16th	empire	2
set	defeated	2
regarded	theatre	4
performing	arithmetic	3
depiction	making	2
deliberately	insert	4
include	type	2
place	primary	4
entirely	however	4
known	korea	2
famous	operas	2
boomed	1980s	4
wicked	truth	2
powers	union	3
lowlands	littoral	3
tropical	central	2
people	developing	2
allows	written	3
lazy	evaluation	4
major	part	4
however	historical	7
day	guatemalan	4
ceramics	wood	4
enable	use	3
industries	logging	3
germany	countries	3
original	included	3
resulted	2013	4
oriented	uses	4
sometimes	decrypt	4
opera	dominate	3
elements	characteristic	4
contents	practice	3
ensuring	communications	3
powers	front	2
early	post	4
microcontrollers	soc	2
evoke	devices	2
also	structures	3
ssh	ssh	9
consists	transfer	2
popular	australia	3
move	freely	4
ltd	direct	3
collapsed	end	4
called	novels	4
chip	contains	4
sheen	paints	4
disease	usually	4
canto	donizetti	2
private	individuals	4
self	determination	3
kidney	endocrine	3
followed	specific	2
stage	high	4
party	union	3
witch	alternative	3
lymphoid	organs	8
built	americas	2
area	dram	3
expanded	ussr	4
memory	associated	3
offensive	terms	4
authentication	visited	4
surface	separates	2
outermost	initial	2
mesoamerican	culture	4
tlacopan	together	4
july	refusal	3
two	start	2
supersedes	enlarged	2
july	japan	2
miserables	phantom	3
oriented	curly	3
laid	guilt	4
closely	related	4
clock	features	2
latin	states	2
contexts	dance	2
language	initially	4
popular	started	3
consisting	purposefully	4
form	purposefully	3
dating	sumerian	3
phase	cold	4
alexander	lyrics	3
processing	film	2
however	romances	3
response	involving	3
often	seen	8
unconditional	may	3
break	puncture	2
algos	term	2
communist	greek	3
spots	inside	2
requests	data	9
started	1930s	3
unit	cost	4
classical	invention	3
classic	defined	2
novels	describes	3
although	live	3
similar	blood	4
integumentary	human	3
protocol	protocol	8
control	unit	8
plain	prior	2
measles	initial	3
song	boy	2
decisions	shortcomings	2
completing	broadway	3
forging	communication	3
varies	significantly	4
